O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,constituency,constituency_id,pk,District,Constituency Type,position,Gender
14,MAHENDRAN A,Independent,247,0,247,0.12,Usilampatti,197,197-14,Madurai,General,13,M
15,NOTA,None of the Above,1015,17,1032,0.49,Usilampatti,197,197-15,Madurai,General,7,Not Applicable
1,S.KAMATCHI,Bahujan Samaj Party,387,5,392,0.19,Andipatti,198,198-1,Theni,General,10,M
2,A.MAHARAJAN,Dravida Munnetra Kazhagam,92057,1484,93541,44.64,Andipatti,198,198-2,Theni,General,1,M
3,A.LOGIRAJAN,All India Anna Dravida Munnetra Kazhagam,84542,461,85003,40.57,Andipatti,198,198-3,Theni,General,2,M
4,C.KANIVEL,Anaithu Makkal Puratchi Katchi,650,0,650,0.31,Andipatti,198,198-4,Theni,General,7,M
5,S.GUNASEKARAN,Makkal Needhi Maiam,2958,52,3010,1.44,Andipatti,198,198-5,Theni,General,5,M
6,M.KUMARAN,My India Party,105,4,109,0.05,Andipatti,198,198-6,Theni,General,20,M
7,S.GOVINDHARAJ,All India MGR Makkal Munnetra Kazhagam,112,3,115,0.05,Andipatti,198,198-7,Theni,General,17,M
8,BALAMURUGAN,National Democratic Party of South India,122,5,127,0.06,Andipatti,198,198-8,Theni,General,15,M
9,A.VELUCHAMY,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,114,1,115,0.05,Andipatti,198,198-9,Theni,General,18,M
10,JEYAKUMAR,Naam Tamilar Katchi,11034,182,11216,5.35,Andipatti,198,198-10,Theni,General,4,M
11,R.JEYAKUMAR,Amma Makkal Munnettra Kazagam,11746,150,11896,5.68,Andipatti,198,198-11,Theni,General,3,M
12,M.EASWARAN,Independent,125,2,127,0.06,Andipatti,198,198-12,Theni,General,16,M
13,K.KASENDRAN @ GAJENDRAN,Independent,84,1,85,0.04,Andipatti,198,198-13,Theni,General,21,M
14,M.DIVAKAR,Independent,115,0,115,0.05,Andipatti,198,198-14,Theni,General,19,M
15,P.PANIVURAJA,Independent,155,1,156,0.07,Andipatti,198,198-15,Theni,General,12,M
16,P.PANDIDURAI,Independent,226,1,227,0.11,Andipatti,198,198-16,Theni,General,11,M
17,MARIYAMMAL,Independent,148,1,149,0.07,Andipatti,198,198-17,Theni,General,13,F
18,M.RAGHUNATHAN,Independent,457,0,457,0.22,Andipatti,198,198-18,Theni,General,9,M
19,VELMANI,Independent,566,6,572,0.27,Andipatti,198,198-19,Theni,General,8,M
20,V.JEYAKODI,Independent,141,4,145,0.07,Andipatti,198,198-20,Theni,General,14,M
21,NOTA,None of the Above,1308,25,1333,0.64,Andipatti,198,198-21,Theni,General,6,Not Applicable
1,K.S.SARAVANAKUMAAR,Dravida Munnetra Kazhagam,90360,1891,92251,45.71,Periyakulam,199,199-1,Theni,SC,1,M
2,M Murugan,All India Anna Dravida Munnetra Kazhagam,70444,486,70930,35.15,Periyakulam,199,199-2,Theni,SC,2,M
3,Dr.K.Kathirkamu,Amma Makkal Munnettra Kazagam,16317,107,16424,8.14,Periyakulam,199,199-3,Theni,SC,3,M
4,S.Chinnamuthu,My India Party,299,2,301,0.15,Periyakulam,199,199-4,Theni,SC,9,M
5,S.PANDIYARAJAN,Makkal Needhi Maiam,5626,54,5680,2.81,Periyakulam,199,199-5,Theni,SC,5,M
6,A.Murugesan,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),201,1,202,0.1,Periyakulam,199,199-6,Theni,SC,11,M
7,Vimala,Naam Tamilar Katchi,11660,134,11794,5.84,Periyakulam,199,199-7,Theni,SC,4,F
8,MADHU BHARATHI,Independent,622,6,628,0.31,Periyakulam,199,199-8,Theni,SC,7,F
9,C.MAYAZHAKU,Independent,56,1,57,0.03,Periyakulam,199,199-9,Theni,SC,16,M
10,MURUGAN,Independent,335,4,339,0.17,Periyakulam,199,199-10,Theni,SC,8,M
11,M.Muniyappan,Independent,94,0,94,0.05,Periyakulam,199,199-11,Theni,SC,15,M
12,M.Muneeswaran,Independent,143,0,143,0.07,Periyakulam,199,199-12,Theni,SC,13,M
13,"A.C.MOHAN RAJ B.P.T.,",Independent,148,1,149,0.07,Periyakulam,199,199-13,Theni,SC,12,M
14,P.RAMAIYA,Independent,112,0,112,0.06,Periyakulam,199,199-14,Theni,SC,14,M
15,M.RAJENDRAN,Independent,237,5,242,0.12,Periyakulam,199,199-15,Theni,SC,10,M
16,NOTA,None of the Above,2414,37,2451,1.21,Periyakulam,199,199-16,Theni,SC,6,Not Applicable
1,THANGATAMILSELVAN,Dravida Munnetra Kazhagam,87142,1887,89029,41.45,Bodinayakanur,200,200-1,Theni,General,2,M
2,O.PANNEERSELVAM,All India Anna Dravida Munnetra Kazhagam,99296,754,100050,46.58,Bodinayakanur,200,200-2,Theni,General,1,M
3,K.I.M HAKKEEM,All India Trinamool Congress,552,7,559,0.26,Bodinayakanur,200,200-3,Theni,General,7,M
4,ARUN KUMAR,My India Party,139,4,143,0.07,Bodinayakanur,200,200-4,Theni,General,13,M
5,P.GANESH KUMAR,Makkal Needhi Maiam,4069,59,4128,1.92,Bodinayakanur,200,200-5,Theni,General,5,M
6,P.KARUPPIAH,Bahujan Dravida Party,77,0,77,0.04,Bodinayakanur,200,200-6,Theni,General,20,M
7,THENI.T.KARNAN,Anna Dravidar Kazhagam,80,0,80,0.04,Bodinayakanur,200,200-7,Theni,General,19,M
8,S.KRISHNAVENI,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,98,2,100,0.05,Bodinayakanur,200,200-8,Theni,General,17,F
9,M.PREM CHANDAR,Naam Tamilar Katchi,10982,132,11114,5.17,Bodinayakanur,200,200-9,Theni,General,3,M
10,M.MUTHUSAMY,Amma Makkal Munnettra Kazagam,5594,55,5649,2.63,Bodinayakanur,200,200-10,Theni,General,4,M
11,A.ABTHAHIR,Independent,53,1,54,0.03,Bodinayakanur,200,200-11,Theni,General,24,M
12,C.ANBAZHAKAN,Independent,91,3,94,0.04,Bodinayakanur,200,200-12,Theni,General,18,M
13,M.ANANTHARAJ,Independent,269,1,270,0.13,Bodinayakanur,200,200-13,Theni,General,11,M
14,N.KRISHNAN,Independent,125,1,126,0.06,Bodinayakanur,200,200-14,Theni,General,15,M
15,P.KUMARAGURUBARAN,Independent,218,1,219,0.1,Bodinayakanur,200,200-15,Theni,General,12,M
16,N.SALEEM,Independent,353,1,354,0.16,Bodinayakanur,200,200-16,Theni,General,10,M
17,G.SENTHIL KUMAR,Independent,402,0,402,0.19,Bodinayakanur,200,200-17,Theni,General,9,M
18,TAMILSELVAN,Independent,441,2,443,0.21,Bodinayakanur,200,200-18,Theni,General,8,M
19,V.NANDHAGOPAL,Independent,68,0,68,0.03,Bodinayakanur,200,200-19,Theni,General,22,M
20,P.NAGENDHREN,Independent,133,2,135,0.06,Bodinayakanur,200,200-20,Theni,General,14,M
21,P.MANIMARAN,Independent,108,9,117,0.05,Bodinayakanur,200,200-21,Theni,General,16,M
22,V.RAMPRAKAASH,Independent,69,2,71,0.03,Bodinayakanur,200,200-22,Theni,General,21,M
23,RAJA MOHAMED,Independent,45,3,48,0.02,Bodinayakanur,200,200-23,Theni,General,25,M
24,T.RAJA MOHAMED,Independent,62,0,62,0.03,Bodinayakanur,200,200-24,Theni,General,23,M
25,NOTA,None of the Above,1381,22,1403,0.65,Bodinayakanur,200,200-25,Theni,General,6,Not Applicable
1,N.Ramakrishnan,Dravida Munnetra Kazhagam,102652,2148,104800,51.81,Cumbum,201,201-1,Theni,General,1,M
2,Syedukhan.S.P.M,All India Anna Dravida Munnetra Kazhagam,61978,409,62387,30.84,Cumbum,201,201-2,Theni,General,2,M
3,Anish Fathima. A,Naam Tamilar Katchi,12123,224,12347,6.1,Cumbum,201,201-3,Theni,General,4,F
4,KATHIRAVAN.S,New Generation People’s Party,232,4,236,0.12,Cumbum,201,201-4,Theni,General,9,M
5,Suresh.P,Amma Makkal Munnettra Kazagam,14399,137,14536,7.19,Cumbum,201,201-5,Theni,General,3,M
6,Pandi Selvam.R,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,148,3,151,0.07,Cumbum,201,201-6,Theni,General,11,M
7,RADHAKRISHNAN.K,Anaithu Makkal Puratchi Katchi,121,1,122,0.06,Cumbum,201,201-7,Theni,General,13,M
8,Lal Bahdur Sasthri.V,My India Party,116,4,120,0.06,Cumbum,201,201-8,Theni,General,14,M
9,Venkidesh.N,Makkal Needhi Maiam,4582,65,4647,2.3,Cumbum,201,201-9,Theni,General,5,M
10,SARAVANAN.S.R,Independent,320,1,321,0.16,Cumbum,201,201-10,Theni,General,8,M
11,THAVIDHU RAJA. A,Independent,99,2,101,0.05,Cumbum,201,201-11,Theni,General,16,M
12,Prakash.P,Independent,152,3,155,0.08,Cumbum,201,201-12,Theni,General,10,M
13,MARIMUTHU.G,Independent,105,1,106,0.05,Cumbum,201,201-13,Theni,General,15,M
14,MUTHUSELVAM.G,Independent,134,2,136,0.07,Cumbum,201,201-14,Theni,General,12,M
15,MUTHU MUNEESWARAN.M,Independent,450,1,451,0.22,Cumbum,201,201-15,Theni,General,7,M
16,NOTA,None of the Above,1625,34,1659,0.82,Cumbum,201,201-16,Theni,General,6,Not Applicable
1,THANGAPANDIAN S.,Dravida Munnetra Kazhagam,72712,1446,74158,41.5,Rajapalayam,202,202-1,Virudhunagar,General,1,M
2,RAJENTHRABHALAJI K.T,All India Anna Dravida Munnetra Kazhagam,69870,390,70260,39.32,Rajapalayam,202,202-2,Virudhunagar,General,2,M
3,AYYAR V.K.,Puthiya Tamilagam,3348,40,3388,1.9,Rajapalayam,202,202-3,Virudhunagar,General,6,M
4,KALIMUTHU K.,Amma Makkal Munnettra Kazagam,7607,53,7660,4.29,Rajapalayam,202,202-4,Virudhunagar,General,4,M
5,DHARMALINGAM K.,Republican Party of India (Athawale),106,3,109,0.06,Rajapalayam,202,202-5,Virudhunagar,General,14,M
6,VIVEKANANTHAN S.,Makkal Needhi Maiam,4023,36,4059,2.27,Rajapalayam,202,202-6,Virudhunagar,General,5,M
7,JEYARAJ V.,Naam Tamilar Katchi,15448,145,15593,8.73,Rajapalayam,202,202-7,Virudhunagar,General,3,M
8,KALIMUTHU K.,Independent,120,0,120,0.07,Rajapalayam,202,202-8,Virudhunagar,General,12,M
9,SELVARAJ G.,Independent,84,2,86,0.05,Rajapalayam,202,202-9,Virudhunagar,General,15,M
10,THANGAPANDI B.,Independent,111,1,112,0.06,Rajapalayam,202,202-10,Virudhunagar,General,13,M
11,THANGAPANDI S.,Independent,261,3,264,0.15,Rajapalayam,202,202-11,Virudhunagar,General,10,M
12,MANIKUMAR M.,Independent,546,2,548,0.31,Rajapalayam,202,202-12,Virudhunagar,General,8,M
13,VIJAYAKUMAR E.,Independent,140,0,140,0.08,Rajapalayam,202,202-13,Virudhunagar,General,11,M
14,JEYAPRAKASH I.,Independent,335,1,336,0.19,Rajapalayam,202,202-14,Virudhunagar,General,9,M
15,NOTA,None of the Above,1869,6,1875,1.05,Rajapalayam,202,202-15,Virudhunagar,General,7,Not Applicable
1,"MADHAVARAO, P.S.W.",Indian National Congress,56450,1287,57737,31.2,Srivilliputhur,203,203-1,Virudhunagar,SC,2,M
2,"MANRAJ, E.M.",All India Anna Dravida Munnetra Kazhagam,70081,394,70475,38.09,Srivilliputhur,203,203-2,Virudhunagar,SC,1,M
3,"ABINAYA, B.",Naam Tamilar Katchi,20038,310,20348,11.0,Srivilliputhur,203,203-3,Virudhunagar,SC,4,F
4,"IRULANDI, Dr. V.",Tamil Nadu Ilangyar Katchi,935,7,942,0.51,Srivilliputhur,203,203-4,Virudhunagar,SC,8,M
5,"GURUVAIYA, K.",Makkal Needhi Maiam,3468,44,3512,1.9,Srivilliputhur,203,203-5,Virudhunagar,SC,6,M
6,"SANGEETHAPRIYA, S.",Amma Makkal Munnettra Kazagam,23479,203,23682,12.8,Srivilliputhur,203,203-6,Virudhunagar,SC,3,F
7,"SHANTHI, S.",Puthiya Tamilagam,4917,68,4985,2.69,Srivilliputhur,203,203-7,Virudhunagar,SC,5,F
8,"PANDIYARAJ, K.",Anaithu Makkal Puratchi Katchi,209,0,209,0.11,Srivilliputhur,203,203-8,Virudhunagar,SC,11,M
9,"VEERAPANDI, K.",My India Party,175,2,177,0.1,Srivilliputhur,203,203-9,Virudhunagar,SC,14,M
10,"KANNAN, A.",Independent,237,1,238,0.13,Srivilliputhur,203,203-10,Virudhunagar,SC,10,M
11,"GURUVAIYA, G.",Independent,148,0,148,0.08,Srivilliputhur,203,203-11,Virudhunagar,SC,16,M
12,"THAMARAISELVAM, K.",Independent,163,1,164,0.09,Srivilliputhur,203,203-12,Virudhunagar,SC,15,M
13,"PRABHAKARAN, P.",Independent,201,1,202,0.11,Srivilliputhur,203,203-13,Virudhunagar,SC,12,M
14,"MAHALAKSHMI, M.",Independent,189,2,191,0.1,Srivilliputhur,203,203-14,Virudhunagar,SC,13,F
15,"MUTHULAKSHMI,R.",Independent,362,1,363,0.2,Srivilliputhur,203,203-15,Virudhunagar,SC,9,F
16,NOTA,None of the Above,1642,24,1666,0.9,Srivilliputhur,203,203-16,Virudhunagar,SC,7,Not Applicable
1,"RAGHURAMAN,  A.R.R.",Dravida Munnetra Kazhagam,72949,1225,74174,38.68,Sattur,204,204-1,Virudhunagar,General,1,M
2,"RAVICHANDHRAN, R.K.",All India Anna Dravida Munnetra Kazhagam,62701,294,62995,32.85,Sattur,204,204-2,Virudhunagar,General,2,M
3,"ANGUSAMY,  S.",Anaithu Makkal Puratchi Katchi,411,3,414,0.22,Sattur,204,204-3,Virudhunagar,General,10,M
4,"SUBBURAMAN, P.",All India MGR Makkal Munnetra Kazhagam,153,3,156,0.08,Sattur,204,204-4,Virudhunagar,General,18,M
5,"PALANICHAMY, P.",Bahujan Dravida Party,96,1,97,0.05,Sattur,204,204-5,Virudhunagar,General,22,M
6,"PANDI, K.",Naam Tamilar Katchi,12478,148,12626,6.58,Sattur,204,204-6,Virudhunagar,General,4,M
7,"BHARATHI, M.",Indiya Jananayaka Katchi,1722,29,1751,0.91,Sattur,204,204-7,Virudhunagar,General,5,F
8,"MARIKANNAN, G.",Puthiya Tamilagam,1584,15,1599,0.83,Sattur,204,204-8,Virudhunagar,General,6,M
9,"RAJAVARMAN, M.S.R.",Amma Makkal Munnettra Kazagam,32693,223,32916,17.16,Sattur,204,204-9,Virudhunagar,General,3,M
10,"RAJKUMAR, R.",My India Party,186,2,188,0.1,Sattur,204,204-10,Virudhunagar,General,15,M
11,"JEYAGANESH, K.",Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,166,0,166,0.09,Sattur,204,204-11,Virudhunagar,General,16,M
12,"ANTHONYRAJ,  A.",Independent,57,0,57,0.03,Sattur,204,204-12,Virudhunagar,General,26,M
13,"KARUTHAPANDIAN, S.",Independent,136,0,136,0.07,Sattur,204,204-13,Virudhunagar,General,19,M
14,"GURUSAMY, P.",Independent,94,0,94,0.05,Sattur,204,204-14,Virudhunagar,General,23,M
15,"SARAVANAKUMAR, M.",Independent,634,1,635,0.33,Sattur,204,204-15,Virudhunagar,General,8,M
16,"SUBRAMANIAN, S.",Independent,551,0,551,0.29,Sattur,204,204-16,Virudhunagar,General,9,M
17,"SENTHUR PANDIAN, R.",Independent,405,1,406,0.21,Sattur,204,204-17,Virudhunagar,General,11,M
18,"CHELLAPANDIAN,  P.",Independent,368,1,369,0.19,Sattur,204,204-18,Virudhunagar,General,12,M
19,"DHAMODHARAN,  S.",Independent,118,1,119,0.06,Sattur,204,204-19,Virudhunagar,General,21,M
20,"BALA SUBRAMANIAN, R.",Independent,61,1,62,0.03,Sattur,204,204-20,Virudhunagar,General,24,M
21,"BALAMURUGAN, K.",Independent,156,1,157,0.08,Sattur,204,204-21,Virudhunagar,General,17,M
22,"PRABAKARAN, J.",Independent,60,0,60,0.03,Sattur,204,204-22,Virudhunagar,General,25,M
23,"MAHESKUMAR, M",Independent,41,0,41,0.02,Sattur,204,204-23,Virudhunagar,General,28,M
24,"MANOHARAN, V.",Independent,51,0,51,0.03,Sattur,204,204-24,Virudhunagar,General,27,M
25,"MARIAPPAN, M.",Independent,123,1,124,0.06,Sattur,204,204-25,Virudhunagar,General,20,M
26,"RAGU, B.",Independent,331,1,332,0.17,Sattur,204,204-26,Virudhunagar,General,13,M
27,"RAMESH, A.",Independent,210,0,210,0.11,Sattur,204,204-27,Virudhunagar,General,14,M
28,NOTA,None of the Above,1280,17,1297,0.68,Sattur,204,204-28,Virudhunagar,General,7,Not Applicable
1,Ashokan.G,Indian National Congress,77788,1159,78947,42.66,Sivakasi,205,205-1,Virudhunagar,General,1,M
2,Ananthalakshmi,Bahujan Samaj Party,432,6,438,0.24,Sivakasi,205,205-2,Virudhunagar,General,9,F
3,Lakshmi Ganesan,All India Anna Dravida Munnetra Kazhagam,61367,261,61628,33.3,Sivakasi,205,205-3,Virudhunagar,General,2,F
4,KANNAN.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,423,3,426,0.23,Sivakasi,205,205-4,Virudhunagar,General,10,M
5,KARUPPASAMY.S,Anaithu Makkal Puratchi Katchi,314,2,316,0.17,Sivakasi,205,205-5,Virudhunagar,General,14,M
6,KALYANASUNDARI.M,My India Party,188,3,191,0.1,Sivakasi,205,205-6,Virudhunagar,General,18,F
7,Kanagapriya.R,Naam Tamilar Katchi,20754,111,20865,11.28,Sivakasi,205,205-7,Virudhunagar,General,3,F
8,Samikkalai.G,Amma Makkal Munnettra Kazagam,9751,142,9893,5.35,Sivakasi,205,205-8,Virudhunagar,General,4,M
9,MGR NAMBBI,All India MGR Makkal Munnetra Kazhagam,107,0,107,0.06,Sivakasi,205,205-9,Virudhunagar,General,22,M
10,PALANICHAMY.P,Bahujan Dravida Party,61,0,61,0.03,Sivakasi,205,205-10,Virudhunagar,General,27,M
11,Mugunthan.S,Makkal Needhi Maiam,6053,37,6090,3.29,Sivakasi,205,205-11,Virudhunagar,General,5,M
12,JEEVANANTHAM.G,Republican Party of India (Athawale),77,1,78,0.04,Sivakasi,205,205-12,Virudhunagar,General,25,M
13,Ashokkumar.C,Independent,86,2,88,0.05,Sivakasi,205,205-13,Virudhunagar,General,24,M
14,Anbalagan.P,Independent,125,1,126,0.07,Sivakasi,205,205-14,Virudhunagar,General,20,M
15,GANESAN.R,Independent,151,1,152,0.08,Sivakasi,205,205-15,Virudhunagar,General,19,M
16,Karthik.N,Independent,319,0,319,0.17,Sivakasi,205,205-16,Virudhunagar,General,13,M
17,KESAVAKUMAR.D,Independent,442,0,442,0.24,Sivakasi,205,205-17,Virudhunagar,General,8,M
18,Thangaraj.S,Independent,233,1,234,0.13,Sivakasi,205,205-18,Virudhunagar,General,16,M
19,DHARMALINGAM.M,Independent,330,0,330,0.18,Sivakasi,205,205-19,Virudhunagar,General,12,M
20,Pandiarajan.S,Independent,113,1,114,0.06,Sivakasi,205,205-20,Virudhunagar,General,21,M
21,Balakrishnan.N,Independent,405,9,414,0.22,Sivakasi,205,205-21,Virudhunagar,General,11,M
22,MAYILVAGANAN.G,Independent,100,1,101,0.05,Sivakasi,205,205-22,Virudhunagar,General,23,M
23,MARIMUTHU.M,Independent,220,1,221,0.12,Sivakasi,205,205-23,Virudhunagar,General,17,M
24,LAKSHMANAN.E,Independent,1410,20,1430,0.77,Sivakasi,205,205-24,Virudhunagar,General,7,M
25,VINOTHKUMAR.M,Independent,245,0,245,0.13,Sivakasi,205,205-25,Virudhunagar,General,15,M
26,JOYSMARY.T,Independent,64,0,64,0.03,Sivakasi,205,205-26,Virudhunagar,General,26,F
27,NOTA,None of the Above,1709,18,1727,0.93,Sivakasi,205,205-27,Virudhunagar,General,6,Not Applicable
1,SEENIVASAN A.R.R,Dravida Munnetra Kazhagam,71909,1388,73297,45.32,Virudhunagar,206,206-1,Virudhunagar,General,1,M
2,PANDURANGAN G,Bharatiya Janata Party,51502,456,51958,32.13,Virudhunagar,206,206-2,Virudhunagar,General,2,M
3,SUYAMBULINGAM L,Naam Indiar Party,587,3,590,0.36,Virudhunagar,206,206-3,Virudhunagar,General,9,M
4,SELVAKUMAR V.R,Naam Tamilar Katchi,14162,149,14311,8.85,Virudhunagar,206,206-4,Virudhunagar,General,3,M
5,THANGARAJ M,Amma Makkal Munnettra Kazagam,10642,141,10783,6.67,Virudhunagar,206,206-5,Virudhunagar,General,4,M
6,MANIMARAN N,All India Samathuva Makhal Katchi,4996,58,5054,3.13,Virudhunagar,206,206-6,Virudhunagar,General,5,M
7,VIKRAMAN N,Desa Makkal Munnetrak Kazhgam,200,0,200,0.12,Virudhunagar,206,206-7,Virudhunagar,General,14,M
8,KARUPPIAH P,Independent,84,1,85,0.05,Virudhunagar,206,206-8,Virudhunagar,General,18,M
9,GUNASEKARAN G,Independent,1377,29,1406,0.87,Virudhunagar,206,206-9,Virudhunagar,General,7,M
10,GURUNATHAN G,Independent,64,0,64,0.04,Virudhunagar,206,206-10,Virudhunagar,General,19,M
11,SHIBI B,Independent,261,3,264,0.16,Virudhunagar,206,206-11,Virudhunagar,General,13,M
12,THANGAPANDI N,Independent,85,4,89,0.06,Virudhunagar,206,206-12,Virudhunagar,General,17,M
13,THANGARAJ R,Independent,93,0,93,0.06,Virudhunagar,206,206-13,Virudhunagar,General,16,M
14,DHAMOTHARAN R,Independent,119,0,119,0.07,Virudhunagar,206,206-14,Virudhunagar,General,15,M
15,PANDURENGAN T,Independent,279,3,282,0.17,Virudhunagar,206,206-15,Virudhunagar,General,12,M
16,PUNGAN K,Independent,758,1,759,0.47,Virudhunagar,206,206-16,Virudhunagar,General,8,M
17,RAMARAJ C,Independent,463,2,465,0.29,Virudhunagar,206,206-17,Virudhunagar,General,10,M
18,VELUCHAMY S,Independent,328,0,328,0.2,Virudhunagar,206,206-18,Virudhunagar,General,11,M
19,NOTA,None of the Above,1556,14,1570,0.97,Virudhunagar,206,206-19,Virudhunagar,General,6,Not Applicable
1,K.K.S.S.R.RAMACHANDRAN,Dravida Munnetra Kazhagam,88928,2112,91040,53.18,Aruppukkottai,207,207-1,Virudhunagar,General,1,M
2,G.SUBBURAJ,Bahujan Samaj Party,270,2,272,0.16,Aruppukkottai,207,207-2,Virudhunagar,General,12,M
3,R.RAMESH,Desiya Murpokku Dravida Kazhagam,2505,27,2532,1.48,Aruppukkottai,207,207-3,Virudhunagar,General,5,M
4,VAIGAICHELVAN,All India Anna Dravida Munnetra Kazhagam,51614,392,52006,30.38,Aruppukkottai,207,207-4,Virudhunagar,General,2,M
5,UMA,Naam Tamilar Katchi,12271,121,12392,7.24,Aruppukkottai,207,207-5,Virudhunagar,General,3,F
6,V.UMADEVI,Makkal Needhi Maiam,7550,88,7638,4.46,Aruppukkottai,207,207-6,Virudhunagar,General,4,F
7,M.KARUPPASAMY,Puthiya Tamilagam,460,18,478,0.28,Aruppukkottai,207,207-7,Virudhunagar,General,8,M
8,S.DEENATHAYALAN,Anaithu Makkal Puratchi Katchi,58,0,58,0.03,Aruppukkottai,207,207-8,Virudhunagar,General,25,M
9,S.PANDIYAN,Bahujan Dravida Party,48,0,48,0.03,Aruppukkottai,207,207-9,Virudhunagar,General,28,M
10,A.P.S.JOHNSON,My India Party,55,2,57,0.03,Aruppukkottai,207,207-10,Virudhunagar,General,27,M
11,G.RANJITH,Independent,57,0,57,0.03,Aruppukkottai,207,207-11,Virudhunagar,General,26,M
12,R.S.RAMACHANDRAN,Independent,67,0,67,0.04,Aruppukkottai,207,207-12,Virudhunagar,General,21,M
13,THANGAPANDIAN,Independent,425,1,426,0.25,Aruppukkottai,207,207-13,Virudhunagar,General,10,M
14,THANGA VADIVEL.A.N,Independent,61,1,62,0.04,Aruppukkottai,207,207-14,Virudhunagar,General,22,M
15,DHANASEKARAPANDIAN,Independent,76,0,76,0.04,Aruppukkottai,207,207-15,Virudhunagar,General,18,M
16,P.PRASANTH,Independent,436,0,436,0.25,Aruppukkottai,207,207-16,Virudhunagar,General,9,M
17,K. BOOMINATHAN,Independent,630,0,630,0.37,Aruppukkottai,207,207-17,Virudhunagar,General,7,M
18,V. POORNISHA,Independent,217,2,219,0.13,Aruppukkottai,207,207-18,Virudhunagar,General,13,F
19,Ponmuniasamy,Independent,118,0,118,0.07,Aruppukkottai,207,207-19,Virudhunagar,General,17,M
20,S.MANIVANNAN,Independent,190,0,190,0.11,Aruppukkottai,207,207-20,Virudhunagar,General,14,M
21,M MUTHUMARIAPPAN,Independent,128,0,128,0.07,Aruppukkottai,207,207-21,Virudhunagar,General,16,M
22,E.RAMACHANDRAN,Independent,72,0,72,0.04,Aruppukkottai,207,207-22,Virudhunagar,General,19,M
23,G.RAMACHANDRAN,Independent,60,0,60,0.04,Aruppukkottai,207,207-23,Virudhunagar,General,23,M
24,S.RAMACHANDRAN,Independent,189,0,189,0.11,Aruppukkottai,207,207-24,Virudhunagar,General,15,M
25,T.RAMACHANDRAN,Independent,39,0,39,0.02,Aruppukkottai,207,207-25,Virudhunagar,General,29,M
26,R.RAMACHANDRAN,Independent,71,0,71,0.04,Aruppukkottai,207,207-26,Virudhunagar,General,20,M
27,LINGAPANDI,Independent,419,0,419,0.24,Aruppukkottai,207,207-27,Virudhunagar,General,11,M
28,VIJAYAKUMAR,Independent,60,0,60,0.04,Aruppukkottai,207,207-28,Virudhunagar,General,24,M
29,VENKATESAN,Independent,38,0,38,0.02,Aruppukkottai,207,207-29,Virudhunagar,General,30,M
30,NOTA,None of the Above,1316,7,1323,0.77,Aruppukkottai,207,207-30,Virudhunagar,General,6,Not Applicable
1,THANGAM THENARASU,Dravida Munnetra Kazhagam,101016,1209,102225,59.15,Tiruchuli,208,208-1,Virudhunagar,General,1,M
2,RAJASEKAR S,All India Anna Dravida Munnetra Kazhagam,41087,146,41233,23.86,Tiruchuli,208,208-2,Virudhunagar,General,2,M
3,ANANDHAJOTHI A,Naam Tamilar Katchi,13654,133,13787,7.98,Tiruchuli,208,208-3,Virudhunagar,General,3,F
4,SIVASAMY K K,Amma Makkal Munnettra Kazagam,6399,42,6441,3.73,Tiruchuli,208,208-4,Virudhunagar,General,4,M
5,THIRUMURUGAN PALANISAMY K,Puthiya Tamilagam,586,7,593,0.34,Tiruchuli,208,208-5,Virudhunagar,General,10,M
6,MANIVASAGAM S,Bahujan Dravida Party,70,0,70,0.04,Tiruchuli,208,208-6,Virudhunagar,General,18,M
7,MURUGAN S,Makkal Needhi Maiam,1338,18,1356,0.78,Tiruchuli,208,208-7,Virudhunagar,General,6,M
8,ADAIKALAM R,Independent,896,2,898,0.52,Tiruchuli,208,208-8,Virudhunagar,General,7,M
9,ARUNKUMAR V,Independent,2491,1,2492,1.44,Tiruchuli,208,208-9,Virudhunagar,General,5,M
10,INDIRA B,Independent,123,1,124,0.07,Tiruchuli,208,208-10,Virudhunagar,General,16,F
11,KALIMUTHU S,Independent,46,0,46,0.03,Tiruchuli,208,208-11,Virudhunagar,General,21,M
12,CHENNAKESAVAN P,Independent,52,0,52,0.03,Tiruchuli,208,208-12,Virudhunagar,General,20,M
